kww	// User ID
11-5-2021	// Evaluation date
p02_e_50_step_002	12-4-2021	16:30:33:971	// Source file name and timestamp
238.095	// Sampling rate
1.012	// Data capture period

1.880000	// height
93.000000	// mass


Sample #	elbVar	shldrIR	LwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	RwristLinVelo	
0	1.130086	1.044555	2.204000	2.631958	-1.225953	-2.631958	0.376736	-6.259024	2.706015	6.259024	-2.524283	1.118081	
1	1.010931	0.799272	2.189677	3.425479	-1.071421	-3.425479	1.323090	-5.175599	2.263222	5.175599	-2.675925	1.130290	
2	0.927533	0.598833	2.173785	4.260472	-0.905176	-4.260472	1.882738	-4.182116	1.986951	4.182116	-2.978391	1.137456	
3	0.645702	0.229812	2.158964	4.755649	-0.737711	-4.755649	3.257085	-2.801990	1.355821	2.801990	-2.866368	1.139231	
4	0.332993	-0.120780	2.149438	5.114443	-0.599220	-5.114443	4.673330	-1.576073	0.709710	1.576073	-2.555855	1.135706	
5	0.015016	-0.417186	2.146618	5.242042	-0.501508	-5.242042	6.088579	-0.622356	0.052060	0.622356	-2.029783	1.128024	
6	-0.269536	-0.635288	2.150617	5.054610	-0.437725	-5.054610	7.354641	-0.003770	-0.567346	0.003770	-1.370488	1.117606	
7	-0.514188	-0.791735	2.160095	4.538757	-0.389370	-4.538757	8.447706	0.342075	-1.146292	-0.342075	-0.630989	1.105761	
8	-0.728091	-0.906170	2.172888	3.873387	-0.340835	-3.873387	9.436776	0.497805	-1.706067	-0.497805	0.168192	1.093711	
9	-0.911357	-0.988089	2.186907	3.264303	-0.281638	-3.264303	10.376013	0.513883	-2.243428	-0.513883	0.969468	1.082614	
10	-1.052978	-1.043096	2.200848	2.736109	-0.206067	-2.736109	11.239267	0.417850	-2.727400	-0.417850	1.679619	1.073217	
11	-1.149957	-1.082672	2.214277	2.227023	-0.118585	-2.227023	11.996023	0.236181	-3.145923	-0.236181	2.250283	1.065616	
12	-1.208423	-1.119740	2.227402	1.684064	-0.031621	-1.684064	12.650459	-0.011293	-3.511180	0.011293	2.689045	1.059464	
13	-1.237836	-1.160522	2.240570	1.085568	0.045414	-1.085568	13.225822	-0.308675	-3.844673	0.308675	3.029235	1.054331	
14	-1.249464	-1.206331	2.253831	0.486832	0.106808	-0.486832	13.757736	-0.633858	-4.172799	0.633858	3.313651	1.049904	
15	-1.256545	-1.260044	2.266928	-0.062631	0.148772	0.062631	14.294155	-0.954600	-4.529553	0.954600	3.594599	1.046049	
16	-1.264533	-1.322825	2.279535	-0.604565	0.176185	0.604565	14.852912	-1.235677	-4.933739	1.235677	3.896384	1.042715	
17	-1.265107	-1.387161	2.291523	-1.194170	0.200809	1.194170	15.395577	-1.455706	-5.367360	1.455706	4.192727	1.039658	
18	-1.254691	-1.439510	2.302982	-1.814009	0.227177	1.814009	15.909102	-1.635199	-5.811286	1.635199	4.481513	1.036551	
19	-1.241309	-1.470491	2.313862	-2.419335	0.247804	2.419335	16.440641	-1.829690	-6.264657	1.829690	4.803424	1.033391	
20	-1.228939	-1.482060	2.323878	-2.983930	0.255223	2.983930	17.029495	-2.064039	-6.722557	2.064039	5.172281	1.030406	
21	-1.216480	-1.477412	2.332661	-3.408017	0.252028	3.408017	17.700207	-2.320670	-7.177567	2.320670	5.573395	1.027773	
22	-1.206492	-1.443056	2.339698	-3.483343	0.245834	3.483343	18.471092	-2.606524	-7.620093	2.606524	5.996516	1.025732	
23	-1.206996	-1.363562	2.344494	-3.059253	0.240753	3.059253	19.337825	-2.952321	-8.041299	2.952321	6.449927	1.024777	
24	-1.222752	-1.257168	2.346987	-2.220303	0.237592	2.220303	20.288253	-3.341837	-8.448118	3.341837	6.951196	1.025566	
25	-1.246170	-1.162642	2.347521	-1.242638	0.236174	1.242638	21.290436	-3.729173	-8.845182	3.729173	7.490262	1.028556	
26	-1.267284	-1.096440	2.346826	-0.399105	0.234897	0.399105	22.275753	-4.113356	-9.224485	4.113356	8.036209	1.033758	
27	-1.285302	-1.053210	2.346288	0.134840	0.233718	-0.134840	23.177270	-4.528637	-9.585403	4.528637	8.575923	1.040914	
28	-1.303000	-1.028449	2.347332	0.293138	0.239191	-0.293138	23.964387	-4.991092	-9.936581	4.991092	9.113660	1.049827	
29	-1.316644	-1.024306	2.350315	0.105647	0.258497	-0.105647	24.632043	-5.487114	-10.281266	5.487114	9.648878	1.060397	
30	-1.316710	-1.045591	2.354470	-0.373757	0.286652	0.373757	25.171705	-5.991138	-10.613985	5.991138	10.174036	1.072434	
31	-1.294108	-1.091102	2.358676	-1.107988	0.311717	1.107988	25.562021	-6.485098	-10.917682	6.485098	10.675080	1.085626	
32	-1.240806	-1.150799	2.362172	-2.018036	0.327199	2.018036	25.795245	-6.963429	-11.162550	6.963429	11.127512	1.099541	
33	-1.154639	-1.212961	2.364773	-2.940903	0.330075	2.940903	25.918413	-7.422270	-11.337450	7.422270	11.528195	1.113639	
34	-1.049364	-1.268317	2.366529	-3.700044	0.321713	3.700044	26.055574	-7.846057	-11.486543	7.846057	11.937289	1.127645	
35	-0.948182	-1.311310	2.367400	-4.215895	0.310984	4.215895	26.356985	-8.213167	-11.686258	8.213167	12.449115	1.141951	
36	-0.861988	-1.339110	2.367410	-4.577689	0.303100	4.577689	26.855544	-8.521468	-11.968248	8.521468	13.102658	1.157397	
37	-0.779623	-1.347561	2.367165	-4.930274	0.290936	4.930274	27.405101	-8.795586	-12.274540	8.795586	13.836625	1.174659	
38	-0.684226	-1.333725	2.367686	-5.232136	0.264032	5.232136	27.845524	-9.075392	-12.511239	9.075392	14.547118	1.193894	
39	-0.577114	-1.297186	2.369478	-5.322411	0.225557	5.322411	28.142025	-9.414284	-12.631982	9.414284	15.158603	1.214991	
40	-0.468514	-1.236865	2.372398	-5.242894	0.193843	5.242894	28.255002	-9.857514	-12.622891	9.857514	15.611324	1.237865	
41	-0.350001	-1.156605	2.376214	-5.234399	0.180749	5.234399	28.056046	-10.395164	-12.456542	10.395164	15.864860	1.262213	
42	-0.205558	-1.068206	2.380729	-5.391366	0.179702	5.391366	27.525423	-10.959643	-12.147898	10.959643	15.972363	1.287387	
43	-0.035867	-0.982494	2.385580	-5.584802	0.174644	5.584802	26.813235	-11.484364	-11.777396	11.484364	16.056188	1.312773	
44	0.149000	-0.903109	2.390207	-5.748456	0.148126	5.748456	26.041298	-11.953260	-11.405466	11.953260	16.191986	1.338008	
45	0.341345	-0.828339	2.394173	-5.880142	0.089952	5.880142	25.289445	-12.380184	-11.061157	12.380184	16.414240	1.362925	
46	0.535746	-0.755036	2.397382	-5.817255	0.003248	5.817255	24.687320	-12.772028	-10.781485	12.772028	16.774110	1.387631	
47	0.728992	-0.680255	2.399908	-5.415082	-0.100217	5.415082	24.306909	-13.146760	-10.582413	13.146760	17.298481	1.412488	
48	0.917473	-0.602789	2.401816	-4.805270	-0.208340	4.805270	24.108324	-13.544394	-10.459206	13.544394	17.976560	1.437927	
49	1.095770	-0.527457	2.403013	-4.261112	-0.318315	4.261112	24.046857	-13.985775	-10.423652	13.985775	18.804649	1.464469	
50	1.263339	-0.462773	2.403180	-4.019987	-0.441075	4.019987	24.067746	-14.458221	-10.481951	14.458221	19.777997	1.492768	
51	1.424530	-0.412370	2.402043	-4.286961	-0.589809	4.286961	24.036252	-14.964061	-10.615368	14.964061	20.871607	1.523437	
52	1.576555	-0.372768	2.399639	-5.211130	-0.758704	5.211130	23.812209	-15.547622	-10.808298	15.547622	22.045620	1.556917	
53	1.710785	-0.338922	2.396021	-6.811533	-0.923730	6.811533	23.340703	-16.252843	-11.041290	16.252843	23.236187	1.593382	
54	1.827841	-0.312334	2.390993	-8.932026	-1.071648	8.932026	22.662983	-17.075447	-11.277386	17.075447	24.383591	1.632616	
