kww	// User ID
24-6-2021	// Evaluation date
p19_warmup_007	24-6-2021	12:19:45:119	// Source file name and timestamp
357.143	// Sampling rate
0.994	// Data capture period

2.030000	// height
96.800000	// mass


Sample #	elbVar	shldrIR	LwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	RwristLinVelo	
0	3.956653	3.181084	2.106469	3.138714	-1.221999	-3.138714	-25.230137	-3.075603	18.980007	3.075603	-30.586231	2.013593	
1	3.991840	3.074058	2.109496	3.662436	-1.100025	-3.662436	-24.300696	-2.959424	18.878676	2.959424	-31.507401	1.981612	
2	4.115650	3.069386	2.108933	3.998452	-0.990825	-3.998452	-24.380286	-2.808201	19.183144	2.808201	-32.927763	1.949895	
3	3.789899	2.573858	2.105888	4.877662	-0.764829	-4.877662	-20.280706	-2.639827	17.430408	2.639827	-31.600237	1.920425	
4	3.293736	1.915208	2.102336	5.896103	-0.511946	-5.896103	-14.883397	-2.495497	14.987734	2.495497	-29.257204	1.896580	
5	2.646188	1.112426	2.099458	6.944536	-0.226127	-6.944536	-8.440505	-2.357893	11.950007	2.357893	-26.026528	1.879843	
6	1.927091	0.252824	2.098222	7.914819	0.071982	-7.914819	-1.663739	-2.226045	8.653635	2.226045	-22.357023	1.871066	
7	1.190153	-0.604685	2.099270	8.937535	0.356983	-8.937535	5.160591	-2.115097	5.292290	2.115097	-18.510389	1.870367	
8	0.484324	-1.405634	2.103074	10.139117	0.596303	-10.139117	11.847702	-2.064711	2.034658	2.064711	-14.691546	1.877355	
9	-0.157315	-2.114514	2.109978	11.524130	0.770911	-11.524130	18.245248	-2.099477	-1.010149	2.099477	-11.043942	1.891284	
10	-0.719855	-2.720541	2.120131	12.964482	0.885829	-12.964482	24.220487	-2.202096	-3.797855	2.202096	-7.671176	1.911184	
11	-1.197177	-3.221190	2.133480	14.228594	0.952329	-14.228594	29.646865	-2.354133	-6.305907	2.354133	-4.640134	1.936027	
12	-1.586268	-3.613088	2.149820	15.300295	0.978972	-15.300295	34.470514	-2.555852	-8.508053	2.555852	-1.993517	1.964887	
13	-1.887447	-3.895364	2.168813	16.434007	0.971360	-16.434007	38.714343	-2.813858	-10.378577	2.813858	0.239522	1.996953	
14	-2.108543	-4.078052	2.190038	17.831596	0.933656	-17.831596	42.432514	-3.130209	-11.919998	3.130209	2.058594	2.031471	
15	-2.260492	-4.172722	2.213056	19.547148	0.862574	-19.547148	45.655385	-3.511565	-13.147199	3.511565	3.482743	2.067685	
16	-2.342954	-4.169677	2.237372	21.557120	0.742231	-21.557120	48.231044	-3.971994	-14.007280	3.971994	4.492863	2.104833	
17	-2.355762	-4.064481	2.262377	23.688959	0.568718	-23.688959	49.942083	-4.498033	-14.441249	4.498033	5.084144	2.142202	
18	-2.319573	-3.898123	2.287487	25.652466	0.367922	-25.652466	50.875130	-5.043551	-14.526068	5.043551	5.353577	2.179209	
19	-2.262918	-3.728297	2.312290	27.263360	0.170304	-27.263360	51.372001	-5.570631	-14.422709	5.570631	5.430360	2.215393	
20	-2.205661	-3.588946	2.336542	28.517525	-0.007386	-28.517525	51.711229	-6.054125	-14.266211	6.054125	5.414293	2.250440	
21	-2.158095	-3.495158	2.360126	29.380229	-0.152666	-29.380229	51.994276	-6.468322	-14.142324	6.468322	5.369422	2.284330	
22	-2.119526	-3.453976	2.382981	29.694876	-0.255913	-29.694876	52.222834	-6.806450	-14.076215	6.806450	5.294760	2.317365	
23	-2.081045	-3.454361	2.404990	29.508311	-0.323849	-29.508311	52.409890	-7.099322	-14.042813	7.099322	5.145757	2.350033	
24	-2.033307	-3.458957	2.425904	29.209765	-0.387001	-29.209765	52.553439	-7.405085	-13.995249	7.405085	4.889556	2.382759	
25	-1.978859	-3.439269	2.445450	29.161570	-0.472384	-29.161570	52.665744	-7.758818	-13.930614	7.758818	4.582925	2.415695	
26	-1.930185	-3.409312	2.463594	29.360452	-0.568878	-29.360452	52.811338	-8.130577	-13.903604	8.130577	4.339906	2.448799	
27	-1.891903	-3.395753	2.480603	29.514402	-0.649062	-29.514402	52.999915	-8.470518	-13.943859	8.470518	4.198273	2.482046	
28	-1.858658	-3.398115	2.496847	29.420268	-0.714340	-29.420268	53.196342	-8.776243	-14.030734	8.776243	4.128785	2.515440	
29	-1.822967	-3.391233	2.512634	29.208894	-0.793748	-29.208894	53.387740	-9.086037	-14.119659	9.086037	4.091314	2.548970	
30	-1.779674	-3.353331	2.528118	29.154456	-0.910634	-29.154456	53.570750	-9.434268	-14.168194	9.434268	4.037606	2.582654	
31	-1.729425	-3.289274	2.543284	29.348490	-1.058442	-29.348490	53.758797	-9.822658	-14.170318	9.822658	3.936457	2.616501	
32	-1.682494	-3.230062	2.558067	29.686806	-1.205651	-29.686806	54.047502	-10.220703	-14.193189	10.220703	3.837098	2.650477	
33	-1.653082	-3.200522	2.572599	30.024945	-1.331295	-30.024945	54.553944	-10.606423	-14.337668	10.606423	3.857546	2.684546	
34	-1.640561	-3.185294	2.587185	30.301414	-1.449542	-30.301414	55.208689	-11.001373	-14.601179	11.001373	4.023913	2.718669	
35	-1.627430	-3.147584	2.601943	30.586710	-1.586073	-30.586710	55.772982	-11.443152	-14.856158	11.443152	4.213107	2.752768	
36	-1.599001	-3.075199	2.616618	30.888451	-1.739277	-30.888451	56.049286	-11.938964	-14.989043	11.938964	4.298989	2.786700	
37	-1.551357	-2.987122	2.630748	30.845550	-1.873533	-30.845550	55.908063	-12.461030	-14.970363	12.461030	4.231321	2.820286	
38	-1.487355	-2.907561	2.643857	29.938173	-1.952030	-29.938173	55.301795	-12.979148	-14.831590	12.979148	4.024357	2.853403	
39	-1.417247	-2.843910	2.655628	28.117782	-1.975671	-28.117782	54.382230	-13.492536	-14.651015	13.492536	3.777582	2.885986	
40	-1.342328	-2.783607	2.666004	25.711907	-1.965136	-25.711907	53.264850	-14.008045	-14.436805	14.008045	3.515806	2.917961	
41	-1.245247	-2.718284	2.675094	22.833625	-1.915515	-22.833625	51.853161	-14.498157	-14.084617	14.498157	3.072123	2.949189	
42	-1.122681	-2.656634	2.683034	19.486694	-1.818569	-19.486694	50.192172	-14.940756	-13.597265	14.940756	2.391348	2.979458	
43	-0.992694	-2.600452	2.689867	15.869326	-1.696593	-15.869326	48.496391	-15.365984	-13.101985	15.365984	1.631820	3.008568	
44	-0.862745	-2.536509	2.695451	12.233092	-1.575277	-12.233092	46.815635	-15.810924	-12.634765	15.810924	0.868090	3.036447	
45	-0.728156	-2.454294	2.699530	8.966803	-1.469354	-8.966803	45.138585	-16.279249	-12.152732	16.279249	0.053071	3.063180	
46	-0.588130	-2.353470	2.701879	6.634032	-1.395654	-6.634032	43.591215	-16.754699	-11.644167	16.754699	-0.828997	3.088952	
47	-0.444319	-2.237262	2.702461	5.515390	-1.367706	-5.515390	42.286725	-17.224043	-11.108699	17.224043	-1.759909	3.113949	
48	-0.304191	-2.108443	2.701436	5.605441	-1.395275	-5.605441	41.299439	-17.692156	-10.582026	17.692156	-2.662110	3.138261	
49	-0.186421	-1.971511	2.699065	6.838905	-1.491585	-6.838905	40.780987	-18.178531	-10.189496	18.178531	-3.365112	3.161895	
50	-0.102507	-1.825120	2.695732	8.878579	-1.660380	-8.878579	40.741483	-18.711002	-10.009347	18.711002	-3.765497	3.184818	
51	-0.040430	-1.659471	2.691901	11.155247	-1.878385	-11.155247	40.860698	-19.310406	-9.934223	19.310406	-3.964950	3.206933	
52	0.023998	-1.464471	2.687954	13.292204	-2.113024	-13.292204	40.739384	-19.966925	-9.767705	19.966925	-4.180333	3.228072	
53	0.106786	-1.231083	2.684072	15.236804	-2.351893	-15.236804	40.173691	-20.657567	-9.384356	20.657567	-4.561579	3.248038	
54	0.205647	-0.966278	2.680134	16.911890	-2.587666	-16.911890	39.192338	-21.372050	-8.807080	21.372050	-5.088749	3.266672	
55	0.304761	-0.702474	2.675824	18.120782	-2.805817	-18.120782	38.030538	-22.107529	-8.185280	22.107529	-5.614053	3.283891	
56	0.390988	-0.469325	2.670956	18.728723	-2.997392	-18.728723	36.919864	-22.857877	-7.648985	22.857877	-6.011050	3.299678	
57	0.466967	-0.274515	2.665507	18.540841	-3.148433	-18.540841	35.791569	-23.599304	-7.187195	23.599304	-6.293002	3.314067	
58	0.548211	-0.112582	2.659353	17.332769	-3.236305	-17.332769	34.359441	-24.291071	-6.688821	24.291071	-6.587530	3.327137	
59	0.650197	0.024638	2.652175	15.066871	-3.248705	-15.066871	32.429340	-24.898297	-6.055570	24.898297	-7.023362	3.338953	
60	0.778785	0.141861	2.643542	11.891171	-3.189630	-11.891171	30.008070	-25.401486	-5.268463	25.401486	-7.646481	3.349512	
61	0.927525	0.241964	2.632993	8.089436	-3.075831	-8.089436	27.253095	-25.800009	-4.390363	25.800009	-8.398148	3.358789	
62	1.082788	0.331948	2.620222	4.038435	-2.933430	-4.038435	24.409993	-26.122186	-3.514557	26.122186	-9.162055	3.366819	
63	1.236136	0.420465	2.605189	0.072759	-2.783691	-0.072759	21.665661	-26.405721	-2.688091	26.405721	-9.868867	3.373718	
64	1.385370	0.507683	2.588003	-3.637291	-2.636816	3.637291	19.092731	-26.668198	-1.926105	26.668198	-10.502816	3.379655	
65	1.524676	0.584506	2.568989	-7.089494	-2.502642	7.089494	16.762701	-26.912908	-1.275135	26.912908	-11.021998	3.384825	
66	1.650062	0.643532	2.548785	-10.399318	-2.383862	10.399318	14.691465	-27.130313	-0.759108	27.130313	-11.404310	3.389415	
67	1.771352	0.684210	2.528052	-13.722275	-2.264815	13.722275	12.714852	-27.286697	-0.305517	27.286697	-11.737683	3.393535	
68	1.904735	0.709477	2.507086	-17.155154	-2.129964	17.155154	10.627833	-27.346063	0.186723	27.346063	-12.151595	3.397207	
69	2.052698	0.721692	2.485837	-20.584126	-1.990130	20.584126	8.468645	-27.312639	0.722811	27.312639	-12.659553	3.400406	
70	2.203032	0.720327	2.464335	-23.689321	-1.876043	23.689321	6.501928	-27.225712	1.222651	27.225712	-13.159709	3.403144	
71	2.353415	0.708862	2.442843	-26.308117	-1.800375	26.308117	4.798677	-27.099794	1.673213	27.099794	-13.625267	3.405532	
72	2.516009	0.699120	2.421422	-28.561375	-1.747385	28.561375	3.152458	-26.919255	2.157859	26.919255	-14.136582	3.407742	
73	2.686372	0.699541	2.399848	-30.539305	-1.709354	30.539305	1.558865	-26.709185	2.679311	26.709185	-14.657145	3.409900	
74	2.837543	0.718387	2.378231	-32.202639	-1.699563	32.202639	0.289165	-26.553203	3.123440	26.553203	-15.003767	3.412080	
75	2.961109	0.772585	2.357104	-33.560958	-1.719192	33.560958	-0.621376	-26.499897	3.469402	26.499897	-15.132996	3.414341	
76	3.083296	0.865820	2.336705	-34.751323	-1.743067	34.751323	-1.489723	-26.491021	3.848282	26.491021	-15.220899	3.416734	
77	3.233269	0.981068	2.316602	-35.950106	-1.749923	35.950106	-2.582995	-26.429814	4.370067	26.429814	-15.430116	3.419281	
78	3.425065	1.105378	2.296010	-37.266899	-1.742895	37.266899	-3.951511	-26.265939	5.053651	26.265939	-15.804822	3.421939	
79	3.660029	1.235412	2.274160	-38.755923	-1.728978	38.755923	-5.557732	-25.993427	5.876565	25.993427	-16.312096	3.424557	
80	3.923975	1.366391	2.250503	-40.415431	-1.705675	40.415431	-7.306985	-25.638501	6.779296	25.638501	-16.842393	3.426871	
81	4.188866	1.493791	2.224790	-42.133395	-1.681065	42.133395	-8.989678	-25.269129	7.648673	25.269129	-17.220778	3.428588	
82	4.441732	1.623679	2.197084	-43.827118	-1.667999	43.827118	-10.503118	-24.947510	8.431120	24.947510	-17.372489	3.429555	
83	4.707306	1.772600	2.167431	-45.551852	-1.657802	45.551852	-12.060843	-24.661904	9.239380	24.661904	-17.435209	3.429769	
84	4.999514	1.956966	2.135578	-47.313840	-1.649454	47.313840	-13.754988	-24.411950	10.135431	24.411950	-17.468437	3.429144	
85	5.289342	2.187887	2.101568	-49.064308	-1.667084	49.064308	-15.333086	-24.282462	10.990863	24.282462	-17.309062	3.427408	
86	5.555319	2.461061	2.066201	-50.884473	-1.716465	50.884473	-16.645582	-24.310220	11.697258	24.310220	-16.855510	3.424253	
87	5.798776	2.753400	2.030492	-52.904257	-1.785963	52.904257	-17.697689	-24.444763	12.217973	24.444763	-16.110897	3.419401	
88	6.017289	3.040431	1.995247	-55.183239	-1.875223	55.183239	-18.436584	-24.652264	12.500630	24.652264	-15.055305	3.412570	
89	6.207485	3.301138	1.961154	-57.696965	-1.991648	57.696965	-18.790853	-24.919795	12.506151	24.919795	-13.676079	3.403556	
90	6.368359	3.517575	1.928945	-60.323040	-2.147728	60.323040	-18.696636	-25.234819	12.222205	25.234819	-11.980481	3.392284	
91	6.502855	3.687099	1.899431	-62.943477	-2.343975	62.943477	-18.196983	-25.583645	11.691847	25.583645	-10.021941	3.378682	
92	6.621721	3.820332	1.873251	-65.509702	-2.561025	65.509702	-17.469409	-25.940425	11.015670	25.940425	-7.902280	3.362632	
93	6.726950	3.924371	1.850694	-67.979744	-2.792857	67.979744	-16.594688	-26.305294	10.240417	26.305294	-5.660088	3.344032	
94	6.803372	3.999704	1.832037	-70.316423	-3.047344	70.316423	-15.527701	-26.714381	9.338102	26.714381	-3.265440	3.322862	
95	6.841262	4.051538	1.817761	-72.515138	-3.316731	72.515138	-14.304937	-27.183364	8.313887	27.183364	-0.741558	3.299144	
96	6.850625	4.085759	1.808258	-74.545613	-3.595874	74.545613	-13.005390	-27.693920	7.218927	27.693920	1.842386	3.272856	
97	6.842388	4.094130	1.803628	-76.306020	-3.908266	76.306020	-11.584604	-28.232434	6.074190	28.232434	4.470361	3.243991	
98	6.826478	4.068901	1.803820	-77.668160	-4.280866	77.668160	-10.006710	-28.778381	4.911489	28.778381	7.137047	3.212685	
99	6.825900	4.023274	1.808717	-78.552692	-4.719692	78.552692	-8.387475	-29.287404	3.824403	29.287404	9.789621	3.179216	
100	6.852742	3.975782	1.818117	-79.006766	-5.224693	79.006766	-6.817889	-29.771488	2.855570	29.771488	12.424702	3.143928	
101	6.901921	3.938121	1.831809	-79.196269	-5.797132	79.196269	-5.297155	-30.305263	1.972432	30.305263	15.112049	3.107213	
102	6.975499	3.921523	1.849633	-79.278514	-6.430168	79.278514	-3.845319	-30.921049	1.166230	30.921049	17.900810	3.069508	
103	7.073335	3.931410	1.871542	-79.342634	-7.115565	79.342634	-2.462680	-31.610893	0.433438	31.610893	20.813907	3.031333	
104	7.187826	3.965940	1.897665	-79.452540	-7.845086	79.452540	-1.113179	-32.379992	-0.254070	32.379992	23.873207	2.993274	
105	7.318363	4.023669	1.928187	-79.652649	-8.606364	79.652649	0.211172	-33.236455	-0.915449	33.236455	27.090816	2.955901	
106	7.463555	4.100850	1.963231	-79.947607	-9.395712	79.947607	1.531606	-34.184893	-1.573155	34.184893	30.485328	2.919779	
107	7.609752	4.187624	2.002936	-80.323047	-10.212584	80.323047	2.904959	-35.234969	-2.266621	35.234969	34.072836	2.885529	
108	7.744089	4.275759	2.047492	-80.759763	-11.043290	80.759763	4.358121	-36.386315	-3.020082	36.386315	37.834862	2.853791	
109	7.862027	4.360655	2.097056	-81.223329	-11.873097	81.223329	5.903504	-37.627438	-3.844742	37.627438	41.749070	2.825164	
110	7.963941	4.440271	2.151715	-81.686074	-12.695106	81.686074	7.558697	-38.942161	-4.749693	38.942161	45.805983	2.800191	
111	8.062969	4.522513	2.211437	-82.129767	-13.503340	82.129767	9.298170	-40.305753	-5.718714	40.305753	49.973627	2.779351	
112	8.170276	4.614760	2.276048	-82.528382	-14.292552	82.528382	11.105271	-41.714927	-6.745543	41.714927	54.222175	2.763052	
113	8.273929	4.710356	2.345327	-82.858093	-15.064388	82.858093	13.034395	-43.175354	-7.873427	43.175354	58.563447	2.751688	
114	8.360545	4.798532	2.419095	-83.048553	-15.827969	83.048553	15.148067	-44.650933	-9.142046	44.650933	63.008147	2.745736	
115	8.435981	4.876106	2.497182	-83.007322	-16.590800	83.007322	17.457240	-46.107532	-10.547769	46.107532	67.537722	2.745812	
116	8.506585	4.945822	2.579408	-82.779024	-17.351206	82.779024	19.945556	-47.565222	-12.077269	47.565222	72.123441	2.752527	
117	8.565768	5.006837	2.665560	-82.495642	-18.106587	82.495642	22.619491	-49.054038	-13.733805	49.054038	76.730721	2.766292	
118	8.609544	5.056808	2.755346	-82.206985	-18.857168	82.206985	25.501593	-50.573778	-15.524892	50.573778	81.332114	2.787360	
119	8.634036	5.095734	2.848392	-81.990658	-19.570410	81.990658	28.568611	-52.136217	-17.448078	52.136217	85.868350	2.816030	
120	8.627919	5.116482	2.944234	-81.920039	-20.214800	81.920039	31.798233	-53.768668	-19.491645	53.768668	90.232840	2.852695	
121	8.594517	5.107385	3.042329	-81.721202	-20.860144	81.721202	35.294566	-55.436847	-21.646194	55.436847	94.378148	2.897593	
