kww	// User ID
25-6-2021	// Evaluation date
p25_v_75_crow_002	25-6-2021	10:12:57:220	// Source file name and timestamp
357.143	// Sampling rate
0.833	// Data capture period

1.880000	// height
87.600000	// mass


Sample #	elbVar	shldrIR	LwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	RwristLinVelo	
0	-2.171216	-1.974467	3.896752	18.231597	-2.088669	-18.231597	17.604739	9.020025	-9.529477	-9.020025	17.667341	2.255683	
1	-1.706597	-1.765820	3.910407	19.868333	-1.569159	-19.868333	15.116883	7.968270	-7.658930	-7.968270	12.990260	2.298442	
2	-1.337840	-1.622912	3.916974	22.495888	-1.058977	-22.495888	12.860105	7.710841	-6.161265	-7.710841	8.992290	2.335651	
3	-0.744416	-1.285030	3.917499	22.745450	-0.564358	-22.745450	10.088030	5.501843	-3.576942	-5.501843	2.918011	2.367118	
4	-0.156014	-0.915151	3.914207	22.352904	-0.161179	-22.352904	7.617987	2.860459	-0.939329	-2.860459	-3.099190	2.393081	
5	0.394339	-0.537337	3.908743	21.594785	0.133995	-21.594785	5.633384	-0.097844	1.583523	0.097844	-8.705980	2.414184	
6	0.870234	-0.185520	3.902512	20.721690	0.327647	-20.721690	4.239333	-3.128246	3.800134	3.128246	-13.550385	2.431243	
7	1.256964	0.123395	3.896463	19.608555	0.434293	-19.608555	3.454086	-6.120842	5.621950	6.120842	-17.495091	2.445096	
8	1.546936	0.380468	3.891236	18.188608	0.468369	-18.188608	3.265616	-9.014717	7.000781	9.014717	-20.457938	2.456485	
9	1.750290	0.587882	3.887260	16.524794	0.447411	-16.524794	3.580849	-11.816525	7.975941	11.816525	-22.525350	2.466060	
10	1.891552	0.755119	3.884761	14.624790	0.395840	-14.624790	4.205038	-14.546745	8.655579	14.546745	-23.945518	2.474363	
11	1.991970	0.893323	3.883742	12.422461	0.332227	-12.422461	4.957568	-17.216969	9.135200	17.216969	-24.929926	2.481741	
12	2.065531	1.009554	3.884123	9.940385	0.267738	-9.940385	5.727617	-19.811960	9.478262	19.811960	-25.616280	2.488332	
13	2.126229	1.107277	3.885892	7.298801	0.216298	-7.298801	6.419918	-22.288341	9.748981	22.288341	-26.162361	2.494061	
14	2.186751	1.189979	3.889024	4.548419	0.193459	-4.548419	6.933693	-24.590274	10.007138	24.590274	-26.719207	2.498594	
15	2.251177	1.260928	3.893343	1.656984	0.204470	-1.656984	7.225821	-26.675551	10.275302	26.675551	-27.333564	2.501375	
16	2.312164	1.321166	3.898529	-1.400045	0.226758	1.400045	7.393823	-28.587099	10.521826	28.587099	-27.880176	2.501982	
17	2.359970	1.369518	3.904253	-4.595315	0.220405	4.595315	7.616517	-30.454321	10.698633	30.454321	-28.169664	2.500607	
18	2.393562	1.404521	3.910361	-7.879384	0.171833	7.879384	7.963417	-32.356946	10.801008	32.356946	-28.163879	2.498001	
